"","X","user_name","roll_belt","pitch_belt","yaw_belt","total_accel_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","total_accel_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","total_accel_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"4924",4924,"charles",118,16.8,-0.38,17,0.13,0.13,-0.18,-19,62,-158,27,601,-327,-33.7,29.8,-84.3,29,-1.51,-0.11,1.31,-279,-54,37,-178,235,648,70.18925018,-2.935257826,86.8030473,3,-0.11,0.26,-0.07,-1,22,26,-487,381,-185,-50.6,26,-172,48,-0.55,1.4,0.15,-445,-164,5,-599,-81,263,"A"
"4925",4925,"charles",118,16.7,-0.4,18,0.14,0.11,-0.2,-22,64,-160,28,599,-319,-29.6,26.3,-80.2,26,-1.77,-0.06,1.71,-242,-60,37,-121,251,652,38.02308153,3.712200632,118.8571285,3,-0.05,0.34,-0.02,1,10,25,-488,380,-178,-48.5,27.9,-167,48,-0.77,1.59,0,-440,-153,15,-614,-27,301,"A"
"4927",4927,"charles",118,16.6,-0.44,17,0.13,0.13,-0.18,-25,62,-157,33,600,-325,-23.9,20.6,-74.5,22,-1.86,0.05,1.74,-209,-42,34,0,266,615,41.20026359,-16.76362079,112.2072983,3,-0.13,0.21,0,-5,12,27,-481,383,-185,-44.8,30.6,-159,44,-0.9,1.78,-0.1,-414,-117,25,-653,65,394,"A"
"4928",4928,"charles",118,16.6,-0.51,17,0.11,0.11,-0.18,-25,62,-157,31,605,-327,-21.2,16.6,-70.7,20,-1.77,0.18,1.28,-190,-20,40,67,281,603,68.93020395,-21.36205913,83.60465341,3,-0.1,0.27,-0.02,-6,18,21,-478,384,-188,-41.5,32.2,-152,40,-0.98,2.12,0.1,-379,-90,41,-678,141,444,"A"
"4929",4929,"charles",118,16.6,-0.55,17,0.13,0.13,-0.18,-23,62,-157,25,611,-324,-20.4,14.6,-68.6,20,-1.7,0.24,1.02,-190,-15,31,114,281,593,56.6261888,-3.832946785,100.2913964,3,-0.08,0.31,0.03,-1,14,22,-471,392,-171,-39.5,33.2,-149,38,-0.85,2.17,0.11,-364,-67,49,-681,171,472,"A"
"4932",4932,"charles",118,16.6,-0.62,18,0.11,0.13,-0.18,-24,62,-159,27,604,-316,-20.2,8.02,-60.7,16,-1.48,0.35,0.46,-148,-19,44,233,243,563,-9.857312232,-14.81618277,139.2434549,2,-0.18,0.21,0.2,-3,-2,20,-482,395,-192,-30.2,36,-134,37,-0.75,2.12,0.39,-360,-4,68,-704,328,581,"A"
"4935",4935,"charles",118,16.6,-0.69,17,0.11,0.11,-0.2,-23,62,-158,33,612,-325,-19.3,3,-55,12,-1.62,0.27,1.15,-104,-32,41,338,231,528,20.8929806,2.963478,135.9713446,3,-0.11,0.06,-0.02,1,7,33,-479,386,-173,-22.7,37,-124,40,-0.72,2.1,0.38,-391,16,61,-698,413,630,"A"
"4936",4936,"charles",117,16.6,-0.78,17,0.1,0.11,-0.18,-24,62,-158,29,612,-325,-17.4,-0.52,-51.3,9,-1.61,0.24,1.64,-81,-28,29,388,227,490,30.80675219,-13.51747047,123.2567858,3,-0.13,0.02,-0.07,-4,9,28,-485,385,-181,-17.7,36.7,-117,38,-0.96,2.12,0.34,-361,23,82,-685,500,685,"A"
"4937",4937,"charles",117,16.6,-0.82,17,0.1,0.11,-0.18,-24,62,-157,34,605,-321,-16.3,-2.02,-49.4,8,-1.61,0.27,1.67,-69,-20,32,426,225,486,41.83948354,-22.34703999,108.9639706,3,-0.13,0.02,-0.07,-6,11,24,-482,387,-189,-15.1,36.5,-113,32,-0.77,1.99,0.44,-299,70,77,-679,517,696,"A"
"4938",4938,"charles",117,16.7,-1.11,17,0.1,0.11,-0.18,-19,63,-156,27,606,-322,-14.7,-10.6,-36,4,-1.33,0.45,0.41,3,-42,-11,583,151,352,25.15915828,2.76641673,131.7622635,4,-0.22,0.06,0.1,1,9,35,-490,376,-172,0.23,33.6,-92.9,30,-0.48,1.61,0.61,-268,60,96,-607,670,762,"A"
"4940",4940,"charles",117,16.7,-1.25,17,0.1,0.11,-0.18,-21,63,-157,31,601,-322,-18.5,-14,-30.1,7,-1.22,0.27,0.16,22,-54,-28,625,127,290,-7.130746479,0,149.9488862,4,-0.18,0.18,0.18,0,-3,42,-494,377,-168,7.07,32.6,-86,29,-0.14,1.56,0.71,-252,113,75,-559,710,736,"A"
"4941",4941,"adelmo",122,-43.3,172,17,0.14,0.11,-0.15,49,44,-157,162,615,-292,40.5,-17.4,-8.74,12,2.39,-1.16,0.67,80,-78,-45,721,47,166,55.06061944,-31.40146226,-91.77909377,16,0.11,-0.05,-0.1,-49,83,-126,-536,306,10,0,0,0,39,0.82,2.79,1.08,-314,218,34,-670,161,614,"A"
"4943",4943,"adelmo",122,-43.4,172,17,0.13,0.11,-0.15,47,42,-157,165,615,-302,34.5,-6.84,-1.93,6,2.38,-1.11,0.9,24,-46,26,638,98,320,58.42523876,-32.70465415,-87.84992376,17,-0.03,0.02,0.02,-53,91,-127,-545,310,26,0,0,0,44,0.96,2.89,1.2,-305,305,51,-703,365,684,"A"
"4944",4944,"adelmo",122,-43.4,172,17,0.11,0.11,-0.15,47,44,-158,170,611,-303,34.4,-4.27,-1.13,4,2.2,-1.09,1.02,22,-32,17,630,111,327,57.59444124,-24.79131395,-93.05997619,17,-0.02,0.06,0.05,-41,91,-134,-545,306,23,0,0,0,45,0.9,2.63,1.35,-314,312,46,-712,376,689,"A"
"4946",4946,"adelmo",122,-43.4,172,17,0.1,0.11,-0.16,45,45,-156,166,611,-300,34.9,5.12,0.66,5,1.94,-1.14,1.13,-15,-17,43,543,154,401,56.97475436,-32.00998794,-89.63206105,18,0.08,-0.02,-0.16,-56,96,-139,-542,298,28,0,0,0,51,0.72,2.41,0.79,-325,373,37,-703,496,730,"A"
"4950",4950,"adelmo",122,-43.4,172,17,0.13,0.11,-0.13,48,44,-158,163,603,-303,36,18,3.17,7,1.69,-0.95,0.62,-47,-31,44,410,195,505,59.56997298,-31.69980705,-87.38726702,16,0.02,0.16,0,-50,90,-123,-542,299,31,0,0,0,48,0.87,2.26,1.26,-242,397,45,-663,645,776,"A"
"4951",4951,"adelmo",122,-43.5,172,17,0.13,0.11,-0.15,48,48,-156,165,614,-301,37.3,22.2,3.99,10,1.61,-0.98,0.9,-83,-24,51,371,207,513,59.09315202,-29.28020134,-89.25054282,15,0,0.11,0.08,-43,83,-116,-540,308,28,0,0,0,51,1,1.96,1.18,-231,438,32,-640,672,774,"A"
"4952",4952,"adelmo",122,-43.5,172,17,0.11,0.11,-0.15,47,44,-158,166,611,-310,38.1,24.1,4.32,11,1.49,-1.01,0.87,-88,-15,55,356,207,515,57.77239418,-30.00276069,-90.08273505,16,-0.02,0.05,0.1,-46,85,-122,-538,311,32,0,0,0,50,0.9,1.88,1.15,-261,412,23,-624,689,768,"A"
"4953",4953,"adelmo",122,-43.4,172,18,0.1,0.11,-0.15,50,45,-161,165,614,-311,39.5,28.1,5.13,11,1.53,-1,0.79,-80,-26,67,307,228,559,58.41217339,-31.49962359,-88.59752441,16,0.08,0.06,0.07,-50,89,-125,-543,319,31,0,0,0,51,0.74,2.12,0.85,-205,459,19,-605,728,774,"A"
"4954",4954,"adelmo",122,-43.4,172,18,0.1,0.11,-0.16,51,46,-159,158,612,-305,40.2,29.8,5.61,12,1.46,-0.93,0.75,-106,-20,56,289,227,544,58.38768095,-30.2396207,-89.36617555,16,0.1,0.1,0.07,-47,87,-123,-538,307,37,0,0,0,50,0.71,1.88,0.79,-211,443,27,-592,723,774,"A"
"4955",4955,"adelmo",122,-43.5,172,18,0.14,0.11,-0.15,49,43,-160,167,604,-306,43.4,37.9,8.56,14,1.24,-0.79,0.59,-127,-26,50,196,245,587,60.29266902,-29.68205625,-87.88438966,17,0.13,0.08,-0.25,-49,95,-129,-539,303,33,0,0,0,48,0.88,1.62,0.98,-196,432,25,-530,773,759,"A"
"4958",4958,"adelmo",122,-43.5,172,17,0.13,0.11,-0.16,47,43,-158,166,610,-304,47.7,45.5,11.4,17,1.17,-0.88,0.92,-162,-31,39,108,261,600,56.66632591,-31.27636902,-90.36491163,16,0.13,0.08,-0.08,-47,82,-120,-534,308,44,0,0,0,48,0.8,1.43,0.95,-183,431,2,-485,797,732,"A"
"4959",4959,"adelmo",122,-43.5,172,18,0.11,0.11,-0.16,49,45,-159,163,607,-305,51.8,51.4,13.9,20,1.06,-0.87,0.79,-188,-32,38,50,272,618,60.84455961,-28.00196097,-88.29141173,16,0.13,0.05,-0.2,-44,91,-123,-543,309,38,0,0,0,47,0.72,1.53,0.67,-138,440,-5,-436,811,724,"A"
"4961",4961,"adelmo",122,-43.6,172,18,0.13,0.11,-0.16,49,46,-160,162,603,-307,55,56.4,16.7,20,0.98,-0.82,0.57,-190,-40,22,-3,268,609,61.37433318,-30.24874932,-86.52986833,15,0.14,0.06,-0.2,-45,87,-115,-545,309,43,0,0,0,45,0.77,1.46,0.79,-103,431,-4,-388,823,708,"A"
"4962",4962,"adelmo",122,-43.6,172,18,0.13,0.11,-0.16,47,44,-161,167,603,-310,57.2,59.1,18.5,21,1.08,-0.87,0.74,-199,-48,20,-46,274,604,59.44170947,-29.74015549,-88.6587877,16,0.16,0.06,-0.18,-45,86,-119,-537,304,44,0,0,0,45,0.9,1.35,0.95,-87,435,-7,-370,832,698,"A"
"4963",4963,"adelmo",122,-43.6,172,17,0.13,0.11,-0.16,48,43,-158,167,608,-308,58.6,60.5,19.6,22,1.09,-0.87,0.82,-210,-45,18,-64,272,613,57.45862222,-30.98158242,-89.80154879,15,0.18,0.06,-0.15,-46,82,-118,-535,299,46,0,0,0,45,0.93,1.25,1,-88,433,-10,-358,822,686,"A"
"4967",4967,"adelmo",122,-43.6,172,17,0.13,0.11,-0.18,48,42,-158,167,602,-296,74.7,72,31,24,0.56,-0.66,0.8,-228,-48,13,-174,293,614,59.61714398,-28.45642457,-89.21343613,16,0.19,0.11,-0.05,-44,88,-122,-548,295,37,0,0,0,45,0.82,1.08,0.69,-47,436,-20,-234,807,619,"A"
"4970",4970,"adelmo",122,-43.7,172,17,0.14,0.11,-0.13,49,44,-158,158,603,-292,81.7,75.4,35.1,25,0.35,-0.53,0.8,-242,-42,14,-194,295,598,56.8369984,-31.72400974,-89.93492184,17,0.26,0.1,-0.16,-51,88,-128,-549,297,33,0,0,0,45,0.9,0.92,0.56,-57,433,-34,-213,808,606,"A"
"4972",4972,"adelmo",122,-43.8,172,17,0.11,0.11,-0.15,46,44,-157,167,615,-306,80.4,77.6,30.8,24,-0.08,-0.32,0.69,-234,-42,22,-165,291,607,61.46120142,-27.99498225,-87.70492354,17,0.31,0.16,-0.02,-46,96,-128,-550,295,16,0,0,0,44,1.08,0.58,0.54,-38,428,-26,-200,792,599,"A"
"4974",4974,"adelmo",122,-43.7,172,18,0.08,0.11,-0.18,48,43,-160,167,607,-310,64,76.9,11.7,25,-0.72,-0.08,0.57,-234,-27,59,-100,279,616,68.14808321,-23.54828268,-83.4211761,17,0.22,0.32,0.05,-40,108,-127,-549,314,5,0,0,0,46,1.16,0.22,0.41,-44,444,-29,-215,800,608,"A"
"4976",4976,"adelmo",122,-43.6,172,18,0.08,0.11,-0.16,48,45,-160,169,610,-312,51.3,74.2,-2.06,22,-1.14,0.02,0.62,-208,-27,66,-24,254,616,63.96589484,-26.57630589,-86.03804843,17,0.19,0.37,0.07,-44,100,-127,-534,325,1,0,0,0,47,1.25,0.05,0.3,-55,457,-18,-233,801,612,"A"
"4977",4977,"adelmo",122,-43.6,172,18,0.08,0.13,-0.16,48,45,-160,167,616,-304,47.9,73,-5.95,21,-1.27,0.05,0.64,-195,-25,74,-8,250,625,68.37386288,-24.58755901,-82.71609536,18,0.18,0.39,0.11,-42,109,-127,-535,334,0,0,0,0,49,1.27,-0.02,0.33,-33,475,-17,-250,804,626,"A"
"4978",4978,"adelmo",122,-43.6,172,17,0.08,0.11,-0.18,47,45,-157,172,602,-301,44.6,71.5,-9.65,21,-1.38,0.08,0.66,-185,-30,74,35,255,620,62.02489936,-23.10219718,-89.60329794,17,0.18,0.39,0.15,-39,99,-133,-529,340,5,0,0,0,49,1.33,-0.27,0.36,-48,482,-19,-254,805,624,"A"
"4979",4979,"adelmo",122,-43.5,172,18,0.06,0.11,-0.18,47,45,-159,166,605,-319,41.7,69.7,-13,20,-1.46,0.14,0.66,-175,-29,89,57,248,634,54.34948019,-26.15365806,-95.43131242,18,0.14,0.31,0.1,-45,90,-142,-521,340,0,0,0,0,50,1.4,-0.48,0.36,-58,488,-18,-273,807,625,"A"
"4980",4980,"adelmo",122,-43.4,172,18,0.06,0.11,-0.21,49,45,-160,168,608,-317,33.1,60.6,-21.8,18,-1.98,0.42,0.2,-144,-37,101,226,191,593,62.96118184,-24.24749057,-88.16181174,18,0.1,0.27,0.16,-42,103,-135,-522,353,-9,0,0,0,51,1.3,-1.01,0.08,-93,493,-9,-349,810,661,"A"
"4981",4981,"adelmo",122,-43.4,171,18,0.08,0.13,-0.21,51,45,-158,163,610,-311,28.8,52.1,-25.5,15,-2.3,0.34,0.34,-111,-45,88,353,141,550,58.59946621,-28.87221271,-89.9475174,19,0.27,0.18,0.03,-52,101,-143,-517,352,-17,0,0,0,52,1.46,-1.11,0.05,-96,497,3,-402,806,663,"A"
"4985",4985,"adelmo",122,-43.5,171,18,0.14,0.11,-0.16,51,47,-160,168,607,-304,26.4,36.7,-30.3,9,-2.49,0.16,0.98,-37,-72,35,535,93,438,58.54478724,-24.23723762,-92.42357879,18,0.45,0,-0.3,-43,99,-143,-516,360,-10,0,0,0,53,1.7,-1.89,0.21,-188,487,-17,-517,758,653,"A"
"4987",4987,"adelmo",122,-43.5,172,17,0.14,0.11,-0.15,47,42,-159,164,609,-308,24,26.8,-33.3,9,-2.34,0.18,0.87,-11,-84,-7,622,50,342,64.94097979,-23.67950055,-86.50206153,20,0.4,0.14,-0.3,-45,116,-146,-519,353,-29,0,0,0,53,1.3,-2.2,-0.16,-214,472,-23,-590,690,638,"A"
"4988",4988,"adelmo",122,-43.5,172,18,0.14,0.11,-0.15,46,46,-160,169,605,-305,22.7,23.8,-34.1,9,-2.26,0.14,0.92,5,-87,-12,656,43,314,66.58570318,-24.32016569,-84.59616176,19,0.39,0.18,-0.23,-46,118,-143,-512,357,-16,0,0,0,51,1.2,-2.1,-0.34,-212,455,-25,-610,669,635,"A"
"4989",4989,"adelmo",122,-43.5,171,18,0.08,0.11,-0.18,51,43,-158,160,610,-299,14.7,2.22,-35.9,13,-1.45,-0.08,0.98,65,-86,-69,743,-8,102,60.32870002,-22.27535128,-91.61922592,20,0.35,0.19,-0.18,-44,113,-158,-513,371,-51,0,0,0,43,1.24,-1.93,-0.46,-273,326,-14,-702,445,639,"A"
"4990",4990,"adelmo",122,-43.5,171,18,0.1,0.11,-0.18,52,42,-158,164,602,-311,13.7,-0.83,-35.4,13,-1.35,-0.08,0.87,67,-83,-74,755,-19,89,59.99720519,-21.46141826,-92.29761272,21,0.34,0.21,-0.2,-43,114,-161,-509,371,-42,0,0,0,43,1.16,-1.59,-0.51,-276,321,-8,-710,425,632,"A"
"4991",4991,"adelmo",122,-43.5,172,18,0.14,0.11,-0.15,52,45,-158,167,601,-302,11.3,-9.33,-33.7,18,-1.04,-0.19,0.9,106,-95,-109,754,-35,24,62.8492695,-22.54131847,-89.05582601,21,0.32,0.22,-0.13,-46,121,-160,-503,375,-54,0,0,0,41,1.08,-1.45,-0.39,-291,278,-7,-709,320,605,"A"
"4992",4992,"adelmo",122,-43.6,172,18,0.18,0.11,-0.15,51,44,-159,160,606,-302,10.4,-14.6,-32.4,19,-0.87,-0.26,0.85,118,-90,-117,765,-40,2,60.39578399,-21.46077785,-91.91170881,22,0.4,0.26,-0.18,-45,120,-168,-501,384,-47,0,0,0,40,1.11,-1.04,-0.34,-302,249,13,-701,259,589,"A"
"4993",4993,"adelmo",122,-43.7,172,17,0.18,0.11,-0.15,50,44,-157,171,607,-311,9.92,-17.2,-31.7,20,-0.8,-0.27,0.77,125,-96,-122,764,-39,-17,57.83144937,-19.2989898,-95.29451015,21,0.4,0.22,-0.21,-40,114,-170,-501,385,-65,0,0,0,40,1.17,-0.95,-0.23,-310,244,21,-700,241,575,"A"
"4994",4994,"adelmo",122,-43.8,172,17,0.19,0.11,-0.13,50,42,-157,166,605,-312,9.92,-21.2,-30.5,22,-0.63,-0.31,0.84,136,-103,-130,759,-43,-54,58.93250679,-21.12107372,-93.47447275,21,0.27,0.19,-0.25,-43,114,-165,-505,388,-56,0,0,0,42,1.19,-1.04,-0.02,-336,231,9,-691,189,553,"A"
"4997",4997,"adelmo",122,-43.9,172,18,0.18,0.11,-0.15,48,44,-159,171,605,-311,9.93,-26.8,-28.7,22,-0.51,-0.32,0.66,140,-95,-136,760,-57,-82,58.84450594,-17.61949605,-94.95030739,21,0.16,0.16,-0.15,-36,114,-167,-496,396,-59,0,0,0,41,1.08,-0.53,0,-343,202,24,-676,109,519,"A"
"4998",4998,"adelmo",122,-44.1,173,18,0.16,0.11,-0.15,47,45,-160,172,602,-301,12,-31.5,-27.3,24,-0.39,-0.35,0.84,151,-101,-155,749,-64,-130,61.65546799,-18.41443543,-91.91114638,21,0.11,0.03,-0.13,-38,120,-165,-491,395,-55,0,0,0,42,1.09,-0.29,0.16,-365,184,25,-638,42,497,"A"
"4999",4999,"adelmo",122,-44.1,173,17,0.13,0.11,-0.16,48,45,-158,169,608,-307,14.9,-33.7,-27,26,-0.22,-0.4,0.92,159,-116,-161,749,-62,-151,62.19073811,-19.38014604,-91.01916402,21,0.1,-0.05,-0.16,-40,121,-164,-499,375,-55,0,0,0,43,1.09,-0.34,0.34,-379,176,32,-632,2,491,"A"
"5002",5002,"adelmo",122,-43.9,172,17,0.1,0.11,-0.18,49,43,-158,170,611,-301,25.1,-34.3,-26.3,27,0.35,-0.58,0.98,160,-113,-177,739,-74,-173,54.96187916,-28.23289781,-93.72451384,21,0.05,-0.29,-0.33,-56,105,-162,-520,360,-34,0,0,0,42,1.08,0.03,0.46,-388,127,31,-574,-114,416,"A"
"5003",5003,"adelmo",122,-43.9,172,17,0.13,0.11,-0.16,49,44,-158,172,606,-307,29.1,-32.7,-26.2,26,0.37,-0.53,0.72,164,-109,-162,736,-69,-163,58.78189591,-23.99593746,-92.31267141,19,0,-0.31,-0.21,-45,105,-151,-528,344,-11,0,0,0,42,1.09,0.31,0.54,-395,116,21,-564,-135,395,"A"
"5004",5004,"adelmo",122,-44,172,17,0.13,0.11,-0.18,49,44,-158,169,601,-305,32.4,-31,-25.7,26,0.34,-0.51,0.8,162,-111,-166,742,-69,-156,56.48392706,-26.53916524,-93.21779452,19,-0.05,-0.24,-0.23,-49,100,-150,-534,324,-9,0,0,0,43,0.92,0.63,0.3,-403,117,24,-571,-129,388,"A"
"5006",5006,"adelmo",122,-44,173,18,0.13,0.11,-0.16,49,43,-160,166,602,-312,35.4,-29.7,-25.4,27,0.37,-0.56,0.9,162,-111,-170,743,-78,-161,54.61862924,-26.84548541,-94.80908088,18,0,-0.13,-0.15,-48,94,-147,-536,320,-3,0,0,0,42,0.95,0.67,0.41,-386,127,33,-567,-137,402,"A"
"5007",5007,"adelmo",122,-44.1,173,17,0.14,0.13,-0.13,50,41,-158,174,612,-318,37.3,-28.5,-25.1,27,0.5,-0.61,0.84,156,-116,-181,739,-67,-147,58.9556548,-24.220093,-92.03810034,19,-0.03,-0.18,-0.05,-44,102,-146,-547,309,4,0,0,0,42,1.03,0.64,0.57,-389,131,35,-562,-126,401,"A"
"5008",5008,"adelmo",122,-44.1,173,17,0.16,0.13,-0.11,51,41,-158,170,600,-312,38.1,-27.7,-24.9,27,0.59,-0.64,0.82,150,-118,-177,740,-62,-146,57.20661255,-23.98326398,-93.82612152,18,0.05,-0.11,-0.08,-43,98,-146,-541,311,8,0,0,0,43,1.03,0.66,0.61,-396,138,32,-566,-133,406,"A"
"5009",5009,"adelmo",122,-44.2,173,18,0.16,0.13,-0.11,52,44,-159,172,605,-307,38.9,-26.8,-24.6,26,0.69,-0.66,0.79,145,-116,-181,747,-68,-145,52.66966941,-28.04172914,-95.96204044,18,0.03,-0.1,-0.16,-49,89,-145,-545,312,-8,0,0,0,43,1.06,0.67,0.57,-394,142,29,-575,-128,417,"A"
"5010",5010,"adelmo",122,-44.2,173,18,0.16,0.13,-0.11,51,42,-159,170,606,-312,39.6,-25.7,-24.2,26,0.82,-0.71,0.79,141,-115,-183,746,-60,-129,53.01976379,-32.81758241,-92.76864386,18,-0.02,-0.13,-0.23,-58,91,-144,-547,302,-1,0,0,0,43,1.04,0.67,0.52,-400,142,30,-569,-130,406,"A"
"5011",5011,"adelmo",122,-44.3,173,18,0.16,0.13,-0.11,50,43,-159,174,606,-314,40.3,-24.5,-23.7,27,0.96,-0.77,0.8,140,-118,-185,755,-54,-132,59.57066114,-28.72589803,-89.10843181,18,0.03,-0.1,-0.16,-51,101,-140,-548,297,1,0,0,0,43,1.03,0.66,0.49,-398,144,29,-568,-133,407,"A"
"5012",5012,"adelmo",122,-44.4,173,17,0.18,0.13,-0.1,49,45,-158,176,609,-298,41.4,-22.2,-22.5,25,1.28,-0.9,0.84,126,-113,-179,754,-50,-98,54.42475489,-26.4882737,-95.18267649,18,0.05,0.05,-0.07,-45,89,-140,-542,308,12,0,0,0,43,0.95,0.64,0.41,-394,137,27,-569,-129,409,"A"
"5013",5013,"adelmo",122,-44.5,173,18,0.18,0.13,-0.11,48,45,-159,173,600,-316,41.9,-21,-21.8,24,1.43,-0.96,0.85,124,-109,-164,759,-40,-77,50.94359885,-30.2961807,-96.22119813,18,0.05,-0.02,-0.07,-52,85,-143,-557,293,-3,0,0,0,42,0.96,0.66,0.39,-388,129,26,-573,-120,407,"A"
"5014",5014,"adelmo",122,-44.5,173,18,0.18,0.11,-0.13,50,46,-159,172,604,-318,42.1,-19.1,-19.7,21,1.73,-1.04,0.79,116,-91,-150,766,-22,-42,58.03549742,-26.58578351,-91.72339686,18,0.02,0.02,-0.1,-46,96,-139,-550,305,0,0,0,0,41,0.92,0.77,0.46,-386,111,24,-573,-118,410,"A"
"5015",5015,"adelmo",122,-44.6,173,17,0.18,0.11,-0.13,49,45,-157,176,603,-314,41.8,-18.5,-18.5,21,1.86,-1.06,0.74,120,-92,-137,759,-20,-15,58.21074545,-25.98804042,-91.86757083,17,-0.02,0.08,-0.03,-43,92,-133,-542,297,-3,0,0,0,41,0.9,0.85,0.52,-384,106,23,-573,-109,412,"A"
"5017",5017,"adelmo",122,-44.7,174,17,0.18,0.11,-0.13,47,46,-158,174,606,-314,41.2,-16.6,-15.9,19,2.06,-1.03,0.85,116,-94,-103,756,-5,41,55.3522172,-31.72405145,-91.31260296,18,-0.06,0.05,-0.05,-54,91,-137,-548,298,7,0,0,0,39,0.95,1.04,0.64,-367,106,21,-584,-99,429,"A"
"5018",5018,"adelmo",122,-44.7,174,18,0.16,0.11,-0.15,47,46,-160,173,606,-312,39.9,-14.9,-13.1,15,2.04,-1.06,0.84,103,-79,-77,750,15,82,55.10306593,-25.28331277,-95.17555056,18,0.02,0.08,0.02,-43,90,-140,-549,296,7,0,0,0,39,0.87,1.32,0.72,-371,106,15,-592,-78,440,"A"
"5019",5019,"adelmo",122,-44.8,174,18,0.14,0.11,-0.15,48,44,-159,171,611,-311,37.9,-11.2,-9.56,10,2.07,-1.17,1.02,72,-47,-46,725,48,168,58.06757298,-29.32254858,-90.19560448,17,0.05,0,-0.05,-49,93,-133,-553,299,14,0,0,0,38,0.77,1.73,0.79,-351,118,14,-614,-23,483,"A"
"5020",5020,"adelmo",122,-44.8,174,18,0.16,0.11,-0.15,50,43,-159,181,596,-324,37.2,-9.42,-8.58,9,2.06,-1.24,0.89,65,-50,-42,723,59,180,54.93847891,-22.2294941,-96.81819748,18,0.06,0.05,-0.03,-38,90,-142,-544,303,11,0,0,0,39,0.75,1.91,0.82,-356,124,17,-630,3,497,"A"
"5021",5021,"adelmo",122,-44.8,174,18,0.14,0.11,-0.15,48,44,-160,178,601,-319,36.5,-7.78,-7.82,10,2.06,-1.25,0.85,65,-70,-27,706,71,204,47.42572905,-25.17477538,-102.3715804,17,0.13,0,-0.1,-42,77,-144,-550,301,8,0,0,0,38,0.72,2.02,0.92,-347,134,26,-636,20,503,"A"
"5022",5022,"adelmo",122,-44.8,174,18,0.14,0.11,-0.16,47,45,-159,179,605,-306,35.4,-6,-7.01,9,2.12,-1.24,0.9,57,-69,-17,683,89,236,47.69433381,-34.50662205,-96.40123495,17,0.16,-0.08,-0.15,-56,76,-136,-551,300,22,0,0,0,38,0.71,2.06,1.05,-346,146,34,-649,55,527,"A"
"5024",5024,"adelmo",122,-44.8,174,18,0.1,0.11,-0.16,48,44,-159,172,597,-319,31.1,2.5,-4.53,6,2.26,-1.16,0.61,20,-58,1,613,124,332,52.16923353,-29.71324175,-95.45348183,16,0.11,0,-0.16,-47,80,-131,-559,296,9,0,0,0,43,0.8,2.26,0.98,-352,228,39,-688,179,590,"A"
"5025",5025,"adelmo",122,-44.8,174,18,0.08,0.13,-0.18,48,46,-160,178,605,-312,29.5,7.37,-3.93,4,2.2,-1.17,0.77,-5,-38,6,569,140,378,57.59097529,-25.73723993,-92.58605954,17,0.03,0.05,-0.08,-43,92,-135,-546,297,11,0,0,0,44,0.66,2.49,0.9,-349,257,22,-697,235,618,"A"
"5026",5026,"adelmo",122,-44.8,174,17,0.1,0.13,-0.18,50,42,-158,179,600,-316,28.9,9.89,-3.91,5,2.2,-1.25,0.97,-4,-42,16,550,148,392,54.62632192,-20.44433804,-97.91119436,17,0.02,0.08,-0.07,-34,87,-139,-553,303,19,0,0,0,43,0.75,2.54,0.75,-319,278,27,-693,266,625,"A"
"5027",5027,"adelmo",122,-44.8,174,17,0.08,0.13,-0.18,49,43,-158,179,599,-314,28.6,12.5,-4.02,5,2.22,-1.32,1.18,-15,-43,20,527,161,417,48.40964317,-29.3504028,-99.08243143,16,0.03,0.03,-0.1,-46,74,-133,-547,285,13,0,0,0,45,0.63,2.49,0.85,-354,266,42,-707,301,645,"A"
"5029",5029,"adelmo",122,-44.7,174,18,0.08,0.11,-0.18,48,44,-159,174,603,-309,29.3,18.1,-4.56,6,2.06,-1.4,1.38,-45,-15,36,474,202,449,53.59187799,-36.03253414,-90.13794787,17,0.06,-0.02,-0.13,-58,84,-129,-550,287,15,0,0,0,44,0.47,2.41,1.07,-321,288,36,-711,365,691,"A"
"5030",5030,"adelmo",122,-44.7,174,17,0.06,0.13,-0.2,46,45,-158,175,601,-316,30.7,23.7,-5.03,9,2.07,-1.41,1.23,-69,-6,53,423,228,468,56.15119226,-23.54988029,-95.0414922,17,0.02,0.13,-0.13,-39,89,-136,-551,298,24,0,0,0,43,0.74,2.55,1.08,-284,305,49,-714,428,715,"A"
